,klient_id,wyksztalcenie,czy_samochod,czy_mieszkanie,plec,wynagrodzenie,wiek,czy_kupil,czy_w_bazie_klientow,liczba_zakupionych_wczesniej_produktow
1194,1194,wyzsze,1,0.0,1,6980.0,50.0,1,1,
1195,1195,wyzsze,0,1.0,0,5243.0,40.0,0,0,11.0
1196,1196,wyzsze,0,1.0,1,8717.0,43.0,0,1,8.0
1197,1197,wyzsze,0,1.0,1,5074.0,64.0,1,1,7.0
1198,1198,srednie,0,0.0,0,12658.0,42.0,0,0,
1199,1199,srednie,0,1.0,0,8314.0,55.0,0,1,9.0
1200,1200,srednie,1,0.0,1,5964.0,59.0,0,1,
1201,1201,wyzsze,1,0.0,0,11027.0,47.0,0,1,11.0
1202,1202,wyzsze,1,1.0,1,5218.0,36.0,1,1,11.0
1203,1203,podstawowe,1,1.0,0,8658.0,56.0,0,1,9.0
1204,1204,podstawowe,1,0.0,0,10364.0,53.0,0,1,11.0
1205,1205,wyzsze,0,0.0,1,7986.0,53.0,0,1,13.0
1206,1206,srednie,1,1.0,1,10380.0,46.0,0,1,10.0
1207,1207,wyzsze,1,1.0,0,6400.0,57.0,0,1,3.0
1208,1208,wyzsze,1,1.0,1,7284.0,47.0,0,1,8.0
1209,1209,podstawowe,1,0.0,1,8756.0,50.0,0,1,9.0
1210,1210,srednie,1,0.0,0,12319.0,49.0,1,1,
1211,1211,podstawowe,1,1.0,1,14027.0,50.0,1,1,12.0
1212,1212,podstawowe,1,1.0,1,8285.0,50.0,0,1,11.0
1213,1213,wyzsze,0,1.0,0,11240.0,48.0,0,1,13.0
1214,1214,srednie,1,0.0,0,8377.0,52.0,0,1,36.0
1215,1215,wyzsze,1,1.0,1,8068.0,41.0,1,1,7.0
1216,1216,srednie,1,1.0,0,5985.0,55.0,0,0,11.0
1217,1217,srednie,1,1.0,0,6408.0,54.0,0,1,7.0
1218,1218,srednie,0,1.0,0,11341.0,50.0,0,1,11.0
1219,1219,podstawowe,1,1.0,0,5564.0,58.0,0,0,10.0
1220,1220,srednie,0,0.0,0,9641.0,62.0,0,1,0.0
1221,1221,podstawowe,0,1.0,1,11774.0,48.0,0,1,11.0
1222,1222,srednie,1,0.0,1,6484.0,58.0,0,1,8.0
1223,1223,srednie,1,1.0,0,8279.0,53.0,0,0,
1224,1224,podstawowe,1,0.0,1,11156.0,52.0,0,1,
1225,1225,wyzsze,1,1.0,0,9433.0,52.0,0,1,0.0
1226,1226,srednie,0,0.0,0,8775.0,48.0,0,1,6.0
1227,1227,srednie,0,1.0,1,6343.0,50.0,0,1,10.0
1228,1228,wyzsze,1,1.0,1,6478.0,,1,1,
1229,1229,wyzsze,1,1.0,1,8133.0,,1,1,7.0
1230,1230,wyzsze,1,0.0,1,11530.0,33.0,0,1,12.0
1231,1231,srednie,0,1.0,0,9376.0,58.0,1,1,
1232,1232,wyzsze,0,0.0,0,8245.0,40.0,1,1,7.0
1233,1233,srednie,1,0.0,1,6863.0,49.0,1,0,8.0
1234,1234,wyzsze,1,0.0,0,12607.0,49.0,0,1,
1235,1235,podstawowe,1,0.0,1,6588.0,49.0,0,1,8.0
1236,1236,podstawowe,1,0.0,0,7131.0,52.0,0,0,3.0
1237,1237,wyzsze,0,0.0,1,6595.0,58.0,0,1,9.0
1238,1238,podstawowe,1,1.0,0,8121.0,50.0,0,1,7.0
1239,1239,wyzsze,0,1.0,0,10078.0,46.0,0,1,0.0
1240,1240,wyzsze,0,0.0,1,9876.0,57.0,0,1,6.0
1241,1241,wyzsze,1,1.0,0,7874.0,50.0,0,1,6.0
1242,1242,podstawowe,0,0.0,0,6908.0,50.0,0,1,8.0
1243,1243,srednie,0,1.0,0,,52.0,1,1,12.0
1244,1244,podstawowe,0,1.0,1,8739.0,43.0,1,0,11.0
1245,1245,srednie,1,1.0,0,9096.0,61.0,0,1,10.0
1246,1246,srednie,1,0.0,0,7284.0,57.0,0,1,
1247,1247,srednie,0,1.0,0,8281.0,62.0,0,1,8.0
1248,1248,wyzsze,1,1.0,1,6719.0,36.0,1,0,7.0
1249,1249,podstawowe,0,0.0,1,9588.0,47.0,1,1,
1250,1250,srednie,0,1.0,0,7184.0,49.0,0,1,2.0
1251,1251,podstawowe,1,1.0,1,9902.0,56.0,0,1,33.0
1252,1252,wyzsze,1,0.0,0,6353.0,45.0,0,1,5.0
1253,1253,podstawowe,1,1.0,1,12798.0,51.0,0,1,13.0
1254,1254,srednie,0,1.0,1,7549.0,50.0,0,1,3.0
1255,1255,srednie,0,0.0,0,7014.0,51.0,0,1,11.0
1256,1256,podstawowe,1,0.0,0,13135.0,53.0,0,1,
1257,1257,srednie,1,0.0,0,8887.0,55.0,1,1,10.0
1258,1258,srednie,1,1.0,1,6444.0,56.0,0,0,4.0
1259,1259,srednie,0,0.0,0,5755.0,52.0,0,0,
1260,1260,wyzsze,1,0.0,1,8773.0,55.0,0,1,11.0
1261,1261,wyzsze,1,0.0,0,6016.0,39.0,1,1,10.0
1262,1262,podstawowe,0,0.0,0,10318.0,45.0,0,1,0.0
1263,1263,srednie,1,0.0,0,8290.0,,0,1,5.0
1264,1264,wyzsze,1,0.0,0,12410.0,59.0,0,1,18.0
1265,1265,srednie,1,1.0,0,7443.0,44.0,0,1,13.0
1266,1266,podstawowe,1,0.0,1,6196.0,55.0,0,1,10.0
1267,1267,wyzsze,0,0.0,1,8058.0,65.0,0,1,
1268,1268,wyzsze,1,0.0,1,9874.0,48.0,0,1,3.0
1269,1269,podstawowe,1,1.0,1,8060.0,47.0,0,1,7.0
1270,1270,podstawowe,1,0.0,0,8854.0,61.0,0,1,13.0
1271,1271,srednie,1,0.0,0,5871.0,47.0,0,1,13.0
1272,1272,wyzsze,1,0.0,0,8577.0,62.0,0,1,7.0
1273,1273,wyzsze,0,0.0,0,6083.0,43.0,0,1,3.0
1274,1274,wyzsze,1,0.0,0,6236.0,43.0,0,1,
1275,1275,wyzsze,1,0.0,1,6054.0,56.0,0,1,8.0
1276,1276,wyzsze,1,0.0,0,9843.0,58.0,0,1,26.0
1277,1277,wyzsze,1,0.0,1,4734.0,50.0,0,1,7.0
1278,1278,wyzsze,1,1.0,0,10356.0,49.0,0,0,13.0
1279,1279,podstawowe,1,1.0,0,7579.0,50.0,0,0,8.0
1280,1280,srednie,0,0.0,0,5642.0,39.0,0,1,4.0
1281,1281,wyzsze,1,1.0,1,7102.0,42.0,1,1,10.0
1282,1282,podstawowe,1,1.0,0,6757.0,42.0,0,1,10.0
1283,1283,srednie,1,1.0,0,5756.0,60.0,1,1,12.0
1284,1284,wyzsze,1,0.0,0,10697.0,49.0,0,1,0.0
1285,1285,srednie,0,0.0,0,11730.0,57.0,0,1,10.0
1286,1286,wyzsze,0,0.0,1,6522.0,49.0,0,1,9.0
1287,1287,wyzsze,0,0.0,0,6941.0,42.0,0,0,7.0
1288,1288,wyzsze,1,1.0,1,8252.0,38.0,1,1,9.0
1289,1289,wyzsze,1,0.0,0,10986.0,62.0,0,1,8.0
1290,1290,srednie,1,1.0,1,7002.0,50.0,0,1,5.0
1291,1291,srednie,1,1.0,1,7003.0,60.0,0,0,10.0
1292,1292,wyzsze,1,0.0,1,8741.0,56.0,0,1,11.0
1293,1293,wyzsze,0,1.0,1,6156.0,34.0,1,1,7.0
1294,1294,podstawowe,1,0.0,1,5141.0,51.0,1,1,8.0
1295,1295,srednie,0,1.0,0,8714.0,46.0,1,1,6.0
1296,1296,podstawowe,1,1.0,0,7632.0,49.0,0,1,26.0
1297,1297,srednie,1,1.0,1,9450.0,52.0,0,1,
1298,1298,srednie,1,0.0,1,6199.0,58.0,0,0,6.0
1299,1299,srednie,0,0.0,0,6257.0,55.0,0,1,2.0
1300,1300,podstawowe,1,0.0,1,7737.0,53.0,0,1,33.0
1301,1301,wyzsze,1,0.0,0,12210.0,43.0,0,1,8.0
1302,1302,wyzsze,1,1.0,0,6307.0,67.0,0,1,8.0
1303,1303,srednie,0,1.0,0,9062.0,48.0,0,0,9.0
1304,1304,srednie,1,1.0,1,8227.0,55.0,0,1,15.0
1305,1305,podstawowe,1,1.0,0,8482.0,47.0,0,1,9.0
1306,1306,srednie,1,0.0,0,6298.0,,0,1,5.0
1307,1307,podstawowe,1,1.0,0,10959.0,58.0,0,1,4.0
1308,1308,podstawowe,1,0.0,0,8538.0,54.0,0,1,10.0
1309,1309,podstawowe,0,0.0,1,6815.0,51.0,0,1,7.0
1310,1310,podstawowe,1,1.0,1,9513.0,48.0,0,1,1.0
1311,1311,srednie,1,0.0,0,13924.0,51.0,0,1,0.0
1312,1312,srednie,1,0.0,1,7562.0,48.0,0,1,12.0
1313,1313,srednie,1,1.0,0,5216.0,64.0,1,1,
1314,1314,podstawowe,1,1.0,1,8122.0,62.0,1,1,30.0
1315,1315,wyzsze,1,1.0,1,9358.0,46.0,0,1,9.0
1316,1316,podstawowe,1,1.0,1,6715.0,50.0,1,1,9.0
1317,1317,podstawowe,1,1.0,0,10279.0,52.0,0,1,
1318,1318,wyzsze,1,1.0,0,15451.0,56.0,0,1,7.0
1319,1319,podstawowe,0,0.0,0,5378.0,48.0,0,0,7.0
1320,1320,wyzsze,0,0.0,0,6093.0,61.0,0,0,7.0
1321,1321,wyzsze,0,1.0,1,5118.0,32.0,1,1,5.0
1322,1322,srednie,1,1.0,1,9569.0,36.0,1,1,0.0
1323,1323,srednie,1,1.0,0,14006.0,53.0,0,0,11.0
1324,1324,srednie,0,1.0,0,6474.0,50.0,0,1,35.0
1325,1325,wyzsze,0,0.0,0,8425.0,48.0,0,1,8.0
1326,1326,podstawowe,1,0.0,0,5914.0,52.0,0,1,7.0
1327,1327,podstawowe,1,1.0,0,8275.0,52.0,0,0,2.0
1328,1328,podstawowe,0,1.0,1,6858.0,43.0,1,1,9.0
1329,1329,wyzsze,1,1.0,0,10184.0,56.0,0,1,13.0
1330,1330,srednie,1,0.0,0,,48.0,0,1,12.0
1331,1331,srednie,1,0.0,0,7026.0,43.0,0,0,7.0
1332,1332,srednie,0,0.0,0,7073.0,51.0,0,1,11.0
1333,1333,wyzsze,1,1.0,0,7308.0,60.0,0,0,15.0
1334,1334,podstawowe,0,1.0,0,14000.0,51.0,0,1,11.0
1335,1335,srednie,0,0.0,0,6278.0,55.0,0,1,13.0
1336,1336,srednie,1,1.0,1,7748.0,50.0,0,1,8.0
1337,1337,podstawowe,1,1.0,0,10385.0,39.0,0,1,36.0
1338,1338,podstawowe,1,0.0,0,11812.0,46.0,0,1,10.0
1339,1339,wyzsze,0,1.0,1,6884.0,42.0,0,1,12.0
1340,1340,srednie,1,1.0,0,8989.0,48.0,0,1,
1341,1341,podstawowe,1,1.0,0,8190.0,54.0,1,1,10.0
1342,1342,wyzsze,0,1.0,1,6331.0,33.0,1,0,11.0
1343,1343,podstawowe,1,0.0,1,9072.0,52.0,0,1,
1344,1344,wyzsze,1,1.0,0,8549.0,42.0,0,1,7.0
1345,1345,srednie,1,0.0,1,11480.0,47.0,0,0,11.0
1346,1346,podstawowe,0,1.0,0,6781.0,56.0,0,0,12.0
1347,1347,podstawowe,1,1.0,0,13228.0,60.0,0,1,12.0
1348,1348,wyzsze,1,0.0,1,10515.0,49.0,0,0,10.0
1349,1349,wyzsze,0,0.0,1,10697.0,45.0,0,0,6.0
1350,1350,wyzsze,0,1.0,0,12092.0,40.0,0,1,8.0
1351,1351,wyzsze,1,0.0,1,7746.0,48.0,1,1,5.0
1352,1352,podstawowe,1,1.0,0,8100.0,65.0,1,1,11.0
1353,1353,podstawowe,0,0.0,0,6445.0,54.0,0,1,
1354,1354,podstawowe,1,1.0,0,6632.0,47.0,0,1,0.0
1355,1355,podstawowe,1,1.0,0,8762.0,52.0,0,1,
1356,1356,srednie,1,0.0,1,5982.0,50.0,1,1,10.0
1357,1357,wyzsze,0,0.0,0,6069.0,49.0,0,0,10.0
1358,1358,srednie,0,1.0,0,6666.0,52.0,0,1,6.0
1359,1359,wyzsze,1,1.0,1,7338.0,49.0,0,1,4.0
1360,1360,srednie,1,0.0,1,,40.0,1,1,9.0
1361,1361,srednie,0,0.0,0,13422.0,49.0,0,1,13.0
1362,1362,podstawowe,1,0.0,0,5823.0,57.0,0,0,8.0
1363,1363,srednie,1,1.0,0,6538.0,59.0,0,1,14.0
1364,1364,srednie,1,1.0,0,11344.0,45.0,0,0,6.0
1365,1365,wyzsze,1,1.0,1,7897.0,57.0,1,0,0.0
1366,1366,srednie,0,0.0,0,8244.0,48.0,0,1,6.0
1367,1367,wyzsze,1,0.0,0,6271.0,,0,1,10.0
1368,1368,wyzsze,1,0.0,0,7361.0,62.0,0,1,12.0
1369,1369,srednie,1,1.0,1,6843.0,46.0,1,1,9.0
1370,1370,wyzsze,1,0.0,0,5929.0,45.0,0,0,
1371,1371,srednie,1,1.0,0,5074.0,38.0,1,1,12.0
1372,1372,srednie,0,0.0,0,5993.0,,1,1,12.0
1373,1373,srednie,1,0.0,0,7604.0,49.0,0,1,7.0
1374,1374,wyzsze,0,0.0,0,6305.0,48.0,1,1,7.0
1375,1375,wyzsze,1,0.0,0,7415.0,53.0,0,1,12.0
1376,1376,wyzsze,1,1.0,0,12043.0,58.0,0,1,5.0
1377,1377,podstawowe,0,1.0,1,5638.0,,1,1,5.0
1378,1378,wyzsze,1,0.0,0,14468.0,41.0,0,0,9.0
1379,1379,wyzsze,1,1.0,1,4311.0,41.0,1,1,15.0
1380,1380,wyzsze,1,0.0,0,7919.0,56.0,0,1,5.0
1381,1381,podstawowe,1,1.0,0,5856.0,55.0,0,0,10.0
1382,1382,podstawowe,1,0.0,0,6609.0,38.0,1,1,7.0
1383,1383,podstawowe,1,0.0,0,7037.0,52.0,0,1,7.0
1384,1384,podstawowe,1,1.0,0,8923.0,,0,1,
1385,1385,srednie,1,1.0,1,11327.0,,0,0,8.0
1386,1386,wyzsze,1,0.0,0,6753.0,48.0,0,1,9.0
1387,1387,podstawowe,0,0.0,1,11831.0,51.0,0,1,12.0
1388,1388,srednie,1,1.0,0,7354.0,54.0,0,1,9.0
1389,1389,wyzsze,1,1.0,1,12475.0,46.0,0,1,9.0
1390,1390,podstawowe,1,0.0,1,7388.0,53.0,0,1,4.0
1391,1391,wyzsze,0,0.0,1,6829.0,39.0,1,0,8.0
1392,1392,wyzsze,0,0.0,0,7015.0,59.0,0,1,10.0
1393,1393,wyzsze,1,0.0,0,6142.0,51.0,0,0,8.0
1394,1394,wyzsze,1,1.0,1,9770.0,51.0,0,1,10.0
1395,1395,srednie,0,0.0,0,6626.0,53.0,0,1,8.0
1396,1396,srednie,0,1.0,1,10560.0,49.0,0,1,10.0
1397,1397,srednie,0,0.0,1,8424.0,48.0,0,0,11.0
1398,1398,podstawowe,1,0.0,1,6275.0,61.0,1,1,13.0
1399,1399,wyzsze,1,1.0,0,11315.0,46.0,0,0,5.0
1400,1400,srednie,1,1.0,0,6698.0,57.0,0,1,12.0
1401,1401,srednie,0,0.0,1,6783.0,57.0,0,1,9.0
1402,1402,podstawowe,0,1.0,1,6738.0,44.0,0,1,11.0
1403,1403,wyzsze,1,1.0,0,7939.0,43.0,0,1,0.0
1404,1404,wyzsze,1,0.0,1,8671.0,48.0,1,1,35.0
1405,1405,wyzsze,1,0.0,1,6221.0,53.0,0,0,11.0
1406,1406,podstawowe,1,0.0,0,8943.0,58.0,0,1,27.0
1407,1407,podstawowe,1,1.0,1,5838.0,52.0,1,1,14.0
1408,1408,wyzsze,0,0.0,1,6833.0,47.0,0,1,7.0
1409,1409,wyzsze,0,1.0,0,5633.0,42.0,1,1,5.0
1410,1410,srednie,1,0.0,0,5844.0,58.0,0,1,27.0
1411,1411,podstawowe,0,0.0,0,5950.0,49.0,0,1,13.0
1412,1412,srednie,1,0.0,0,5619.0,68.0,0,0,7.0
1413,1413,podstawowe,0,1.0,0,7425.0,49.0,1,1,10.0
1414,1414,wyzsze,0,1.0,1,5233.0,58.0,1,1,4.0
1415,1415,srednie,0,0.0,0,10411.0,55.0,0,1,10.0
1416,1416,podstawowe,1,1.0,0,7605.0,48.0,0,1,6.0
1417,1417,podstawowe,1,0.0,0,10984.0,52.0,0,1,
1418,1418,wyzsze,1,1.0,0,7636.0,54.0,0,1,5.0
1419,1419,srednie,0,1.0,0,10967.0,62.0,0,1,11.0
1420,1420,podstawowe,1,0.0,0,9055.0,58.0,0,1,6.0
1421,1421,wyzsze,1,1.0,0,7802.0,43.0,0,1,10.0
1422,1422,podstawowe,1,0.0,1,14735.0,56.0,0,1,19.0
1423,1423,srednie,1,1.0,0,7330.0,49.0,0,1,9.0
1424,1424,podstawowe,0,0.0,0,9442.0,59.0,0,1,0.0
1425,1425,podstawowe,0,1.0,0,9719.0,57.0,1,1,9.0
1426,1426,wyzsze,1,1.0,1,7030.0,47.0,0,1,9.0
1427,1427,podstawowe,1,0.0,0,7080.0,48.0,0,0,2.0
1428,1428,wyzsze,1,1.0,0,7163.0,55.0,0,1,13.0
1429,1429,srednie,0,0.0,1,9592.0,44.0,0,1,
1430,1430,podstawowe,1,0.0,0,7515.0,43.0,1,1,
1431,1431,wyzsze,1,0.0,0,8094.0,62.0,0,1,2.0
1432,1432,podstawowe,0,1.0,1,6361.0,65.0,1,1,8.0
1433,1433,podstawowe,1,0.0,0,6209.0,56.0,1,1,6.0
1434,1434,srednie,1,0.0,0,5897.0,52.0,0,1,6.0
1435,1435,podstawowe,1,1.0,1,6107.0,46.0,1,1,3.0
1436,1436,srednie,1,0.0,1,7800.0,54.0,1,1,9.0
1437,1437,srednie,1,0.0,0,7760.0,50.0,0,0,10.0
1438,1438,wyzsze,1,1.0,1,6934.0,34.0,1,1,1.0
1439,1439,wyzsze,0,0.0,1,8043.0,44.0,0,1,6.0
1440,1440,srednie,1,0.0,0,8993.0,49.0,0,1,11.0
1441,1441,podstawowe,1,1.0,1,7037.0,45.0,0,1,7.0
1442,1442,podstawowe,1,1.0,1,10534.0,52.0,0,1,15.0
1443,1443,wyzsze,1,1.0,1,11136.0,46.0,0,1,13.0
1444,1444,podstawowe,0,0.0,0,7218.0,53.0,0,1,9.0
1445,1445,srednie,1,1.0,0,7063.0,66.0,0,1,5.0
1446,1446,srednie,0,1.0,1,7707.0,55.0,0,1,0.0
1447,1447,podstawowe,0,1.0,1,5472.0,52.0,0,1,12.0
1448,1448,srednie,1,0.0,0,6427.0,46.0,0,1,8.0
1449,1449,wyzsze,1,1.0,0,6168.0,53.0,0,1,11.0
1450,1450,wyzsze,1,1.0,1,9611.0,46.0,1,1,8.0
1451,1451,podstawowe,1,1.0,1,8040.0,49.0,0,1,13.0
1452,1452,podstawowe,0,1.0,0,10846.0,49.0,0,1,4.0
1453,1453,wyzsze,1,1.0,1,10269.0,50.0,0,1,8.0
1454,1454,podstawowe,1,1.0,0,6670.0,44.0,0,1,7.0
1455,1455,srednie,1,1.0,0,6436.0,49.0,0,1,
1456,1456,srednie,1,0.0,0,7515.0,59.0,0,1,0.0
1457,1457,srednie,0,1.0,0,10332.0,48.0,0,0,35.0
1458,1458,srednie,1,1.0,1,8172.0,52.0,0,1,2.0
1459,1459,wyzsze,1,1.0,0,6290.0,46.0,0,1,9.0
1460,1460,srednie,0,0.0,1,,57.0,0,1,6.0
1461,1461,podstawowe,1,0.0,0,5783.0,54.0,0,1,
1462,1462,wyzsze,1,1.0,0,5945.0,65.0,0,1,7.0
1463,1463,podstawowe,1,0.0,0,7636.0,50.0,0,0,11.0
1464,1464,wyzsze,0,1.0,0,6713.0,41.0,0,1,12.0
1465,1465,podstawowe,1,1.0,1,10462.0,61.0,0,0,7.0
1466,1466,podstawowe,0,1.0,1,14192.0,44.0,0,0,
1467,1467,srednie,1,0.0,0,7542.0,47.0,0,1,9.0
1468,1468,srednie,1,0.0,0,5455.0,54.0,0,0,10.0
1469,1469,wyzsze,1,1.0,0,7689.0,60.0,0,1,16.0
1470,1470,podstawowe,1,0.0,0,7148.0,51.0,0,1,2.0
1471,1471,wyzsze,1,0.0,0,8428.0,46.0,0,1,
1472,1472,srednie,0,0.0,0,6591.0,57.0,1,1,7.0
1473,1473,srednie,1,0.0,0,8381.0,58.0,0,1,5.0
1474,1474,podstawowe,0,1.0,0,7897.0,46.0,0,1,11.0
1475,1475,podstawowe,0,1.0,0,10200.0,50.0,0,1,10.0
1476,1476,srednie,1,1.0,0,7586.0,52.0,0,1,11.0
1477,1477,podstawowe,1,1.0,0,6106.0,61.0,0,1,11.0
1478,1478,wyzsze,1,0.0,0,12924.0,45.0,0,1,10.0
1479,1479,podstawowe,0,0.0,0,11568.0,35.0,0,1,10.0
1480,1480,wyzsze,1,1.0,0,9407.0,44.0,1,1,
1481,1481,wyzsze,1,1.0,1,7013.0,61.0,0,0,6.0
1482,1482,srednie,1,1.0,0,7113.0,37.0,0,1,11.0
1483,1483,wyzsze,1,0.0,0,8934.0,58.0,0,0,10.0
1484,1484,srednie,1,0.0,0,8313.0,54.0,0,1,7.0
1485,1485,podstawowe,1,1.0,0,6293.0,51.0,0,0,5.0
1486,1486,wyzsze,1,1.0,1,8823.0,51.0,0,1,11.0
1487,1487,srednie,1,0.0,0,6617.0,66.0,0,1,
1488,1488,podstawowe,1,0.0,1,6266.0,63.0,0,1,0.0
1489,1489,srednie,1,0.0,0,12013.0,47.0,0,1,5.0
1490,1490,wyzsze,1,1.0,0,8601.0,49.0,0,0,33.0
1491,1491,srednie,1,1.0,0,6563.0,47.0,0,1,6.0
1492,1492,wyzsze,1,1.0,1,7265.0,59.0,0,0,13.0
1493,1493,wyzsze,0,0.0,0,7119.0,41.0,1,0,5.0
1494,1494,podstawowe,1,1.0,0,10702.0,49.0,0,1,13.0
1495,1495,podstawowe,1,1.0,0,,59.0,0,1,9.0
1496,1496,srednie,0,1.0,0,5481.0,50.0,0,0,11.0
1497,1497,wyzsze,0,1.0,0,6465.0,53.0,0,0,10.0
1498,1498,podstawowe,1,1.0,1,7008.0,49.0,1,0,9.0
1499,1499,srednie,1,0.0,0,6607.0,61.0,0,1,11.0
1500,1500,srednie,1,0.0,0,8077.0,49.0,0,1,5.0
1501,1501,srednie,0,1.0,0,7440.0,55.0,0,1,11.0
1502,1502,wyzsze,0,1.0,0,4664.0,31.0,1,1,
1503,1503,srednie,1,1.0,0,8938.0,52.0,0,1,5.0
1504,1504,wyzsze,1,1.0,0,6887.0,55.0,0,1,10.0
1505,1505,wyzsze,0,1.0,1,8289.0,42.0,0,1,12.0
1506,1506,srednie,0,1.0,0,10060.0,65.0,0,1,7.0
1507,1507,wyzsze,1,1.0,1,6848.0,40.0,0,1,4.0
1508,1508,podstawowe,0,0.0,1,8387.0,58.0,0,1,2.0
1509,1509,wyzsze,1,1.0,0,7490.0,53.0,0,1,5.0
1510,1510,srednie,1,0.0,0,7047.0,54.0,0,1,7.0
1511,1511,srednie,1,1.0,1,9775.0,49.0,0,1,6.0
1512,1512,wyzsze,0,1.0,0,6399.0,44.0,0,1,13.0
1513,1513,wyzsze,1,0.0,0,8197.0,55.0,0,1,12.0
1514,1514,srednie,1,0.0,1,8443.0,64.0,0,1,5.0
1515,1515,podstawowe,1,0.0,0,,51.0,0,1,10.0
1516,1516,srednie,0,0.0,1,5836.0,50.0,0,1,2.0
1517,1517,srednie,0,1.0,0,5612.0,58.0,0,1,11.0
1518,1518,wyzsze,1,1.0,0,9210.0,46.0,0,1,5.0
1519,1519,podstawowe,1,0.0,1,7111.0,56.0,1,1,5.0
1520,1520,wyzsze,1,1.0,0,7447.0,41.0,0,1,11.0
1521,1521,srednie,0,1.0,1,6767.0,57.0,0,1,10.0
1522,1522,podstawowe,0,0.0,0,7458.0,56.0,1,0,8.0
1523,1523,podstawowe,0,1.0,0,5739.0,60.0,0,1,5.0
1524,1524,podstawowe,1,0.0,0,12053.0,64.0,0,1,
1525,1525,srednie,0,1.0,1,7504.0,57.0,1,1,5.0
1526,1526,srednie,0,1.0,0,7536.0,48.0,0,1,9.0
1527,1527,srednie,1,1.0,1,8195.0,46.0,0,1,6.0
1528,1528,wyzsze,1,1.0,0,9899.0,58.0,0,0,5.0
1529,1529,wyzsze,1,0.0,0,7107.0,37.0,0,1,6.0
1530,1530,wyzsze,1,1.0,0,7926.0,51.0,0,0,0.0
1531,1531,podstawowe,1,1.0,0,11016.0,47.0,0,1,9.0
1532,1532,srednie,0,1.0,0,7393.0,56.0,0,1,1.0
1533,1533,srednie,1,1.0,0,8998.0,58.0,0,1,10.0
1534,1534,srednie,1,0.0,0,,57.0,0,0,6.0
1535,1535,srednie,1,1.0,1,8226.0,61.0,1,1,0.0
1536,1536,srednie,1,0.0,0,10249.0,,0,0,4.0
1537,1537,srednie,0,1.0,0,9277.0,60.0,1,0,34.0
1538,1538,wyzsze,1,1.0,1,6717.0,51.0,0,1,4.0
1539,1539,wyzsze,0,1.0,1,6498.0,51.0,0,1,5.0
1540,1540,podstawowe,1,1.0,0,10573.0,53.0,0,0,11.0
1541,1541,srednie,1,0.0,1,7205.0,47.0,0,1,20.0
1542,1542,podstawowe,1,0.0,1,7060.0,48.0,0,1,8.0
1543,1543,wyzsze,1,0.0,0,7669.0,47.0,0,1,9.0
1544,1544,podstawowe,0,1.0,1,6995.0,45.0,0,1,8.0
1545,1545,srednie,0,0.0,1,4508.0,36.0,1,1,5.0
1546,1546,wyzsze,0,1.0,0,6053.0,44.0,0,1,11.0
1547,1547,srednie,1,0.0,0,7825.0,48.0,0,0,9.0
1548,1548,podstawowe,1,0.0,0,8931.0,50.0,0,1,12.0
1549,1549,srednie,1,0.0,1,7413.0,52.0,0,1,2.0
1550,1550,srednie,1,0.0,1,10819.0,52.0,0,1,9.0
1551,1551,podstawowe,1,1.0,0,10213.0,65.0,1,1,8.0
1552,1552,wyzsze,0,0.0,0,6243.0,39.0,1,1,5.0
1553,1553,podstawowe,1,0.0,0,7864.0,55.0,0,0,
1554,1554,podstawowe,1,0.0,0,6534.0,47.0,0,1,12.0
1555,1555,srednie,1,1.0,0,6405.0,51.0,0,1,1.0
1556,1556,podstawowe,1,1.0,0,12925.0,44.0,0,1,9.0
1557,1557,wyzsze,1,1.0,0,6596.0,48.0,0,1,10.0
1558,1558,wyzsze,0,0.0,0,8888.0,57.0,1,1,11.0
1559,1559,srednie,1,0.0,0,7809.0,43.0,0,1,3.0
1560,1560,srednie,0,0.0,1,10273.0,60.0,0,1,11.0
1561,1561,wyzsze,1,0.0,0,10698.0,44.0,0,1,8.0
1562,1562,podstawowe,1,1.0,1,13164.0,40.0,1,1,6.0
1563,1563,podstawowe,0,0.0,0,6716.0,55.0,0,1,5.0
1564,1564,srednie,1,0.0,1,11896.0,55.0,1,0,10.0
1565,1565,srednie,1,0.0,0,8040.0,51.0,0,1,10.0
1566,1566,srednie,0,0.0,0,9377.0,48.0,0,1,0.0
1567,1567,podstawowe,1,1.0,1,8146.0,52.0,1,1,6.0
1568,1568,podstawowe,1,1.0,0,7127.0,52.0,0,1,10.0
1569,1569,wyzsze,0,0.0,0,6906.0,52.0,0,1,10.0
1570,1570,srednie,0,1.0,0,8966.0,60.0,0,1,8.0
1571,1571,podstawowe,0,0.0,0,7245.0,51.0,0,0,12.0
1572,1572,srednie,1,1.0,0,15421.0,52.0,0,1,4.0
1573,1573,podstawowe,0,0.0,1,5127.0,54.0,1,0,0.0
1574,1574,srednie,1,0.0,0,8788.0,33.0,1,1,3.0
1575,1575,srednie,1,1.0,0,,48.0,0,1,5.0
1576,1576,podstawowe,1,1.0,1,5412.0,38.0,1,0,7.0
1577,1577,podstawowe,1,1.0,1,8950.0,54.0,0,1,8.0
1578,1578,wyzsze,1,0.0,1,7172.0,50.0,0,1,6.0
1579,1579,wyzsze,0,0.0,1,7263.0,58.0,0,1,
1580,1580,podstawowe,1,1.0,0,7759.0,48.0,0,1,31.0
1581,1581,podstawowe,1,1.0,0,7376.0,56.0,0,1,9.0
